,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,Y
1,-0.535857931,1.058879765,-0.101387629,0.55608623,0.717516732,-0.549503124,-0.181686424,1.412549619,-1.201434411,0.414863279,1.553053343,0.110770393,-0.183953779,2.323293527,0.419692734,1.371413599,0.501574445,-2.624010676,-0.831248509,1.4173353,0.204000491,-0.126677957,-2.903062657,-1.480016436,0.011777134,0.541148436,0.375928143,-0.889929028,0.124605356,1.895589848,-1.561862354,-1.694068098,-0.354378065,1.127891129,-2.257812769,0.27806502,0.602143494,-0.246897901,0.769135038,-0.760354069,-0.181533583,-0.173274815,-0.622850329,-0.637525984,0.771513118,1.709298808,0.180763795,-0.112487415,0.82907417,-0.113997341,0.750399073,-1.679162103,0.71520108,1.189109009,1.117037775,-0.131296866,-2.062151648,-2.56789266,0.900570089,0.27363269,0.312483699,-1.937786235,-0.381864113,0.709224033,0.690745189,-0.21965482,0.20672039,0.386999082,-0.387323504,0.779697055,1.62900841,-0.578549488,0.729885337,0.621482618,0.170430759,1.390343893,-0.787549809,-0.012130963,0.976732794,-1.656098184,0.574747044,-0.402422167,-1.240032972,-1.290487375,-0.546661382,-1.361905857,-0.006625244,1.382988687,0.713247544,0.488700056,0.260658225,-0.660618534,0.724095307,-0.568135131,0.187187287,1.865140749,-3.420739804,1.218578074,-0.120815065,0.95523294,0.945003456,-1.245172413,-0.529559343,-0.22056122,1.262439438,-0.040183645,0.366691082,0.900048618,0.495872428,-0.742517824,0.032501951,-0.251739028,-1.726742244,1.559629772,1.573364413,0.777092824,-0.861507214,-1.004341598,-0.88764755,0.357683087,0.601296961,2.095564232,-0.392864652,1.136207952,2.139667772,-0.606975412,1.336895891,-1.177923041,1.09204786,0.845312232,0.195794886,-0.214865425,1.17835569,0.245846593,-0.079526337,-0.360395374,0.707653791,-1.663719034,-2.252410441,-0.649021104,-2.324791388,-0.553654133,0.310696789,-0.078131423,-0.582382547,-1.033900413,-0.723126348,-0.012649175,-0.225091138,0.199996368,-0.532812887,1.371426926,-0.141025479,-0.966901372,-0.557331745,-0.268115943,-0.303426188,0.677878093,1.88417896,-0.215699598,-0.28625974,-0.627268127,0.778427879,0.429834265,-0.064018092,0.608543737,-0.077287385,2.673337662,0.259645937,-0.707491075,-0.465483111,-0.798585248,0.780237909,1.437213101,-1.075271969,-0.68094736,0.29780101,2.156176059,1.792934625,-1.471626316,0.731790254,-0.111092563,-0.12304077,0.134936896,0.951262721,-0.513269151,-0.475645414,0.274825355,-0.449810399,-0.206246868,1.78895603,-0.437702364,1.751311916,0.414779737,0.888375157,1.729066113,-0.511256641,-1.807008243,-0.134791036,0.467102546,2.677854644
2,-0.38607078,1.027110711,0.373543942,0.280264002,-0.348660257,4.590678591,0.373706086,1.296336802,-1.941608287,2.644886022,1.811534972,-1.94498849,-1.641276949,-1.078103439,-0.452622193,0.877154496,-1.954768467,-0.589510531,1.233042385,-1.305631668,-1.138913265,-0.365379533,1.180753909,2.291128448,0.488231652,0.653152293,0.34934511,-2.157011409,1.301201353,0.552354376,0.153378441,2.323138791,-2.273281199,-1.076873254,-0.419426388,0.756609583,0.116792795,0.622432933,-0.989504079,0.60131574,-0.817846788,-0.007316918,0.841263385,-0.953736812,-0.92809948,-0.816128584,2.065790435,0.983828053,-0.218533194,2.249046265,0.859716282,0.533296895,-1.028942656,0.270710875,-0.323280915,0.138507736,-0.007212113,-0.198245638,0.91952403,-0.263288992,-0.766871529,2.222476366,-0.797068653,0.949666222,1.909097038,-0.284424129,1.497810255,0.807279467,1.150701823,1.298716196,-2.480581642,0.476592276,0.667287692,-2.57181081,-0.787576059,1.908528074,-2.238268899,1.252132445,-0.317596591,1.071428103,2.02164807,-0.692143652,0.370521112,2.180693003,0.259150752,-0.655017678,-1.240561311,1.807215692,-0.110586937,0.040809427,-0.37260771,2.196992098,1.978160765,0.80113358,-2.266934058,-0.360593096,0.631752904,0.783295659,0.310347158,-0.079382268,-2.263169351,0.805034491,0.547595832,0.280769091,3.968030022,-0.510302625,0.816616364,1.097027101,-1.70259036,0.326471513,0.133673211,1.300152998,-1.328795178,0.403398043,1.620540351,0.973286752,0.401325946,-1.334899918,-0.287202973,-1.748538823,1.825725124,-0.930177948,-1.758468016,-1.775372373,-0.360201374,-1.005275208,2.657584941,-1.82797808,0.013364195,-0.639801558,1.975796285,-1.324032231,1.989683257,0.861138261,0.783102847,-1.02230626,0.883440315,-1.848900101,-0.651951071,-0.786890987,1.14048014,-0.130469124,-0.943855357,-1.208976306,0.612320271,1.433311359,0.777945321,-0.532203057,-0.961777022,0.06583337,-0.017638328,2.394096996,0.102788949,0.509772664,0.879833267,1.633633015,1.832124219,-1.32190323,-0.134137629,1.903565677,0.997640087,-0.578883665,-0.431053519,0.683056573,-1.155706055,-1.557311024,1.182096804,-1.495791504,0.379592979,1.029678764,-0.374843509,-0.490101183,-0.175277266,2.161151949,0.186686674,1.597614584,0.724051095,-1.766049596,-0.20917641,-1.50926229,0.19156089,-0.707774348,2.31092894,-2.063389221,-0.26728787,-0.056339769,0.357489792,1.454105369,0.342884019,-1.835089029,0.352517136,-0.874395868,0.657596714,-0.624665033,-0.058429335,-0.912531168,0.303567689,2.718515063,1.27081549,-1.68886606,1.406797772
3,1.832044906,0.275233396,-1.855316468,0.970210704,0.713766428,0.7983223,0.32533028,1.538180764,1.197848976,-0.23926203,-0.454198795,-0.132231721,-0.101866476,0.19518439,0.282129229,-1.055412174,0.611437201,0.295958131,-1.691661038,-0.355455493,-0.647558072,-0.333661353,-0.035029189,1.804267577,1.096735085,2.397769464,0.97345801,-1.466405311,0.040560158,-0.813964292,-0.20444489,-0.518802908,-0.060543511,0.988422931,0.145776603,0.735525342,-2.210146279,0.59357415,-0.155946839,-1.694807597,-1.126031952,-1.631504346,1.376379113,-0.254147207,0.607332702,0.309718284,-0.687979927,-0.27449471,0.262015901,-0.248806087,0.963301772,1.812156845,2.110856304,0.617002161,0.285633011,0.156446913,1.159684186,0.033637583,-1.837231896,-1.926508903,-0.476527752,1.095585669,-1.421347492,-0.582423625,0.453000331,-2.76819498,-2.067111702,-0.957847654,0.555239561,0.795334199,-1.119249584,-0.333548121,0.743905162,-0.263003508,-0.461133105,1.973265944,1.456786457,0.22384097,0.747003172,1.895801401,1.290629543,1.06281233,0.415252971,-0.966236311,-1.121576418,2.440390007,-1.781825638,2.115940974,-0.954706162,-0.312584886,-1.152406339,-0.095866336,-0.610997259,-0.013783759,-0.670140469,-0.674896577,-0.233322176,-0.424408536,1.286577817,-1.176906227,-0.530334863,1.323214739,1.920334474,-0.683734293,1.727783658,0.090738581,1.838897918,0.189369036,1.367911612,-1.972582355,-0.487146855,0.594001642,1.10834159,0.875005473,-0.548943359,-0.224080522,1.58974287,-0.548659823,1.523395812,-1.393156152,-0.908807915,-1.825238683,-2.26426139,1.275682108,-1.515680665,2.551910988,1.228869436,1.844144315,-1.327825937,0.255557394,-0.838202682,0.443463702,0.740278058,-1.392682769,-1.591088813,-1.012122272,-0.506671414,-0.541147265,1.569206481,-0.577288303,2.268933317,1.710935139,2.188719693,0.324925302,-0.801889339,0.515965556,-0.3437954,0.239004727,-0.096459127,-2.661299144,-1.519225742,-0.336989852,1.203535299,1.724950143,1.003067666,0.979790354,0.816077905,-1.485390969,-1.809915687,0.903333174,1.630819319,1.087247627,-0.342175213,1.572768537,2.229673527,-1.248668498,-1.175006655,-0.793765552,-0.37806355,0.233821831,0.750260664,-0.106487259,-0.456182973,3.477812763,1.137368004,1.916043981,-1.128815047,1.13545288,-1.722817811,-1.016997076,1.612948568,-1.788944754,-1.207081116,-1.206791082,-1.582528085,0.477086624,0.226923973,-0.048174548,0.299895869,-0.371844371,-0.5264301,-2.472108519,1.634911244,0.392884305,0.454241583,1.070009791,0.399622162,1.539924666,1.079336112,-0.527267117,-1.028535549
4,-1.321556404,1.1940023,1.137314457,-0.061059653,0.385877907,0.874716259,-1.112662703,-2.172644158,1.772744841,0.011669806,-0.932440976,0.080425585,0.214597724,-2.021186433,1.048855662,0.031099707,0.644110026,0.029532526,0.267951353,2.792950788,1.157507974,-0.197198492,1.014613062,-1.418978397,2.399775627,1.275246991,-0.110937042,0.055031812,-0.048630279,-0.791981113,-0.06886737,1.131049204,0.091773115,0.925705086,-0.842973091,-1.282858112,-0.617642652,-0.980782371,0.080283821,-0.81852826,0.711114798,2.534517494,1.94372537,0.909607048,-0.511197506,-0.812966885,0.417586763,-1.425871931,-1.788784705,0.663565504,-1.756620175,-0.846804265,1.008422288,1.020519544,-0.216578526,0.265574217,-0.729359117,-0.494894411,-0.587361821,-0.932309585,-1.016780191,0.260032889,-1.112059213,0.083012653,-0.250129507,0.185516315,-0.01384282,1.650800636,0.50618275,-1.238122048,0.19707739,0.943462665,-0.158066561,2.875313267,1.236652262,-1.667756497,2.363047055,-0.903653847,1.566535373,0.934011925,0.467551509,-1.409374246,1.530614716,-0.086590938,-1.184079555,0.42998567,0.484498272,-1.195052649,0.330760264,-0.588176272,1.576671063,-0.379590637,0.451070666,-1.766013903,-0.096147933,0.728845762,-0.468846967,-1.306899182,-1.00958552,-0.181723567,-1.809391864,1.623085596,-0.665939784,0.051236734,-1.281726632,-0.190033862,0.681975484,1.38368691,3.322385336,-0.38939342,-1.058253618,-0.732644882,0.501275075,-1.864617453,-0.875266542,-0.779348942,0.516144256,-0.964950614,0.007842411,1.976865606,-0.555919612,1.611008468,0.397839061,-0.128464549,-0.51062282,-1.579410244,-2.311983557,1.229241054,-1.804577404,-0.939917673,-1.324891674,-0.30915397,-1.720595878,0.255959708,0.118786026,0.6233606,0.38576419,1.869014047,-0.939151082,0.653521284,2.258604778,1.276405521,1.000680915,-1.179852281,-1.231610406,0.596893992,0.003769356,-0.163673254,0.692582515,0.203819853,1.105586687,-1.118926106,-0.776187878,-2.759586768,0.023063575,-0.416135524,-0.586633014,-0.730792715,-0.674212753,-0.003310169,0.232626255,-0.698834336,-0.158449484,-1.301718827,1.203547653,-0.633009532,-2.031244506,1.398453127,-2.274819745,0.586848011,-0.100809356,3.220129109,1.08890143,-1.823446148,-1.723668941,-1.185632469,0.750866277,1.416667653,2.347587927,1.724110162,-1.998633501,0.169891489,-0.240581339,-0.739491953,-0.730928902,-0.450440643,0.746506056,-0.390182763,-1.087259725,0.315883298,-1.887839781,0.180875382,-1.507189834,-0.720248127,0.439756249,-0.585594923,-0.489567612,0.744092049,0.187918846,0.444646988,0.282374155
5,0.991251239,0.945042611,-1.95281391,1.713101104,0.880330102,2.342671569,0.151837881,1.503717062,-2.581592131,-0.291994892,0.069608314,-1.015248483,-2.274520462,-0.279252395,0.77720085,0.20822227,1.882673659,-1.64982721,-1.579147256,0.664869605,-1.059983098,1.285072829,0.292757904,0.244993159,-0.347525147,1.216378215,-0.842916842,-0.652132301,0.586614358,-0.711570976,-1.749466249,0.330018176,-3.679045335,-0.016559913,-0.698742806,-0.165770404,0.878070737,-1.45730289,-0.220585568,-1.627995135,-2.859588043,-0.67880145,0.978520588,0.369476777,0.727146424,1.396951471,-0.28464544,1.030694902,0.058426498,-0.061230387,0.513060063,1.784892561,1.234161805,0.253840994,-1.195455618,-1.400818272,-1.960501967,0.271161172,-0.650761013,-0.37929217,-2.044405887,0.015649685,2.595317201,-0.280744977,2.071393629,-0.148952226,-0.151007759,-2.521060169,0.76418996,-0.267644791,-1.027382702,0.046819852,0.868934646,-0.023411356,-0.223835567,0.200381547,1.2308322,0.442710071,0.579225255,2.070944246,1.237831054,1.637487391,0.999259342,-0.314062801,-0.659515474,-1.301101752,-2.821654025,1.213478266,-0.803044737,-0.58628824,-2.98619946,2.572247401,-0.52074562,0.455928118,-1.497829079,0.175849581,-2.157273184,1.348313286,2.512582812,-1.272986349,-0.904069184,0.206213062,1.222792944,-1.596139969,1.428317809,0.679715383,1.607832734,0.381394163,-0.738428468,0.708275204,-1.319843217,-0.448957749,-1.433347049,-0.935946294,-1.512353859,-0.201652652,0.562593616,-0.606662449,-0.360765701,0.211512621,-0.526367002,0.149327248,-1.120413286,-0.88027132,3.499641367,0.892774411,1.827478528,-0.236868392,1.33091272,-0.093980209,0.63640346,-1.537896989,-0.438677349,-1.662502277,-0.504639778,1.472178168,0.089919317,0.293134653,2.324960509,0.490654183,-0.285343716,0.406670868,1.980451366,1.555437117,-0.497473802,0.866194076,2.421638861,-0.684262528,1.865200535,1.419943462,-2.340396312,0.240138757,-0.075061315,-0.616197032,0.946639319,0.570154431,0.237109358,1.353877756,-0.012408794,0.706585357,2.041453676,1.082294242,0.960045838,1.960512763,-0.612155549,0.863033463,0.122609937,0.326913978,-0.156757491,1.588907191,0.965308749,-0.482617735,1.337865475,1.086277128,1.248879055,-1.235695012,-0.196698421,1.774155043,1.099750782,0.45270725,1.023255406,0.213083095,-0.965931608,-1.209787221,-0.287296088,-0.990374385,0.457800883,0.152476962,0.86807946,-2.33304101,0.691982161,-3.820271035,1.42337005,-1.354437932,0.279283524,2.530241625,1.615975797,3.97207129,0.681488036,-1.496812946,0.660770838
6,-1.631092609,1.848411264,0.691111975,2.139918774,-0.734884926,0.72480707,-0.098078172,0.176922633,-1.120588161,0.066171926,1.683306246,-0.629898632,1.44640589,0.223466784,0.000944956,0.490526997,-0.425083402,0.346584872,0.53180691,-1.556584534,-0.876405723,1.280710064,1.410878507,1.720121958,-0.362068698,0.408490769,-1.279877246,0.69612314,-1.161553275,0.291169799,1.906047832,-1.810852455,-0.064120393,0.924559155,-2.005090842,-0.931025549,1.369350654,-0.335606335,0.343765496,-0.737512666,-2.076003502,-1.215861451,0.129352229,0.327444162,1.642880662,0.35886477,0.940894721,-0.115557413,-0.943573011,-0.162771377,-1.213463291,0.056359221,1.018166088,0.371303927,1.519469605,-3.157024017,0.102997296,0.136178127,1.611772099,1.638532809,2.209317603,0.108398753,0.988096479,-2.326040334,2.484164948,-0.477446298,-0.882722969,0.210294209,2.124765803,0.904040097,-0.963984987,-1.281909085,-1.681287446,0.740942895,-3.311919549,0.39880468,-0.643369112,0.699934548,-0.148837378,-1.238912705,0.832376301,-0.465504959,-2.266748977,0.350061447,0.630970902,0.748918433,-3.701281372,0.844323447,1.711282045,-0.161803417,-0.810252353,1.888233347,0.764623717,0.770847712,0.451530817,0.819627663,-2.871619585,1.395398079,-0.012954685,1.037408995,1.697231256,-1.705280616,1.129559988,1.541507052,0.004277261,-0.801160679,0.109702258,-0.568878773,0.215779803,-0.263246922,0.699135315,-0.602215341,-1.229731074,3.32123468,-1.463165712,0.900557991,-0.940689878,-0.052148272,1.357040319,-0.884648543,1.258297526,0.332395856,-0.688119278,-1.794431248,-0.042189025,1.007004345,1.341058421,0.53194763,2.018914068,-0.156971214,0.093767552,0.366421413,2.581926309,-0.322819262,0.504463716,1.374487157,-1.676108868,-0.873212731,-0.372032714,0.586824091,-1.986430304,1.197403711,-1.870271774,-0.562453902,1.679823521,-0.028700093,-1.337980103,-0.437634711,-0.42629024,-1.459976216,-0.802219223,0.197036174,0.375729977,-2.444778324,-2.710176075,0.068481595,1.093670886,2.045460114,0.201026553,-0.313532917,-1.247494468,-0.607521529,-0.051271429,0.240331689,0.979338854,1.609903445,1.02129701,-1.761435205,-0.980044226,0.087507634,-1.387612947,0.883462719,-0.10363997,1.237512091,-0.268904721,1.980752392,-0.478144287,0.598639838,-2.960838779,-1.167270262,1.903123084,-1.263837572,-2.04453287,-0.46430088,1.923286642,0.87583887,0.770684915,0.32952935,1.257440342,1.885031492,1.136238039,-2.934913154,2.5202539,0.554207314,0.800948797,0.313225927,1.671441368,-1.23226948,0.504758097,-0.789719611,-1.130385151
7,-0.561964828,-0.113896942,0.162716055,2.254217473,-1.666354718,0.768768144,0.404681379,-0.203439868,-1.453475671,1.403961418,0.168817345,-1.337609217,-0.967377111,-0.751305856,-0.26285616,-0.443216415,0.022659193,-0.102735593,-1.31843765,0.244476233,0.173087308,-0.144305585,-0.189489225,1.320846735,-0.988139544,-0.074003012,-3.073169978,-1.308360696,2.706920345,1.10760574,-1.051500946,1.011531717,-0.709713038,1.567818332,-1.184122188,2.447150133,-0.197866209,0.783528904,-0.142912982,0.29980068,1.274061083,-0.710323309,-0.376591935,-0.806553791,-1.377084467,1.222404507,1.244944339,-1.383766688,-0.764311264,0.822866615,-0.451966726,-1.393255607,0.21005004,0.427524176,-0.380881317,-1.302548018,1.812340395,0.502432412,0.912651554,-1.438722656,1.211590073,0.375907773,0.229521498,0.008005328,1.915227774,-0.590959,1.210644232,1.009237602,1.163591104,-0.365907744,-1.175419962,-0.050624546,-1.372752058,-2.63329245,1.653077321,1.574515693,-0.49904958,1.699099644,1.271488043,-0.003773579,1.030332941,-0.764534205,1.670577688,-1.248615253,0.536497252,-0.408702679,-0.753881084,1.102982937,0.922127194,0.474713907,-1.228195424,0.689487418,0.588274804,1.945730856,-1.50540367,-1.042093953,-0.80993108,-0.127140359,0.444429901,-1.05029962,-2.588572811,0.150071019,0.027907879,2.957557169,0.705183024,0.053664305,0.814175228,0.788221434,-1.161429767,0.156906582,-1.182617797,2.055833523,-1.55738308,-0.046320385,-0.556557666,0.978016026,-0.094157793,0.131565469,-0.790126275,-0.700298366,1.21030913,-2.084022917,-0.468686922,-2.130369599,1.121281974,0.395060344,1.136173608,-0.849337506,2.102852506,0.448432781,1.913015573,-1.382064641,0.095854699,0.561958227,-0.761181168,0.24714871,0.835529891,-0.302376479,0.683918859,-0.782089551,-0.023719766,-1.275279132,2.853954593,2.254464858,-0.100400471,-0.444931625,-0.302921567,0.549064553,-0.915477049,-0.799817058,-1.043344056,1.633260324,1.477468618,-0.271169281,0.022346181,-0.238112958,-0.968606675,-0.016706499,0.078609193,-0.728633638,0.09866837,0.978278652,-0.634619699,-0.291800898,0.831874635,-1.128237042,0.695953616,-0.324423815,-0.421434592,-0.108620118,-0.184343847,-0.719191987,-0.123998889,2.692513951,-0.122766135,-0.370188202,0.624448177,0.214027477,-1.738062989,-1.335703697,0.70628491,-0.069315553,0.084638192,-0.802576714,0.705640446,-0.4266116,0.442682641,-0.918872344,0.968776194,-0.583655172,-0.962511324,-2.4036474,0.375782032,-1.490834613,2.403630106,1.636974119,0.726551399,-0.853368463,0.170079919,-0.618204042,-0.014965544
8,-1.779653906,-1.056840677,0.920815383,-0.422588047,-1.46909338,-0.112930944,1.615655789,-3.483010666,0.929805663,0.148126489,-0.147703891,-0.032205332,-0.036610998,-0.083021185,0.92704556,-0.828156121,-0.378701043,1.297144985,0.586319117,-0.945807793,-0.55049649,-0.457997902,1.306856253,0.514889266,-0.179327542,-2.42355114,-1.395296577,-0.11931952,0.753598846,1.468599931,-1.83433682,-0.822124868,-0.058132063,0.521330766,1.689633193,-0.974144444,0.548377636,-0.890205072,0.946217528,1.716430424,1.545056881,-1.556252724,-0.365303917,0.277020056,0.271122382,-1.24929108,-0.434918245,0.6958724,2.702770969,-0.05067619,2.780912269,-1.08392435,0.742514663,-2.091338864,0.11242445,-0.335303511,-0.809300758,-0.860075232,-0.161367429,0.578895191,1.668798449,-0.457525672,2.595978476,-0.540377812,-0.543685684,-1.835971741,1.810634281,1.150591416,-1.134789694,-1.786665897,1.011096785,0.11468102,-1.33663012,0.249157722,0.65431207,0.406366883,-1.969939176,-1.001821735,-0.205476836,-1.818637894,0.754204752,-1.620936994,0.099179167,-2.16003534,-0.606126996,-2.625967989,1.812612831,1.815689384,-1.855186619,-0.176445323,-0.113482088,0.45650778,0.828696813,-1.39691922,-0.797051441,0.29858598,-0.811292953,-0.365987421,0.93260851,1.033217459,-2.963754812,0.118811304,0.045848191,-0.570612313,-0.332986558,0.235409763,-0.619949243,0.935370864,-1.57672297,0.942538151,-0.806624199,-0.085189216,-1.90360795,-0.296203493,-0.590874483,-0.506804085,0.223015773,-0.547472741,0.592400318,1.682637978,-0.158336973,0.520624901,1.180963975,1.561315239,-3.131404775,-1.155578867,-1.14516718,-1.147034938,-1.939049698,-0.426469402,-1.406672037,-0.174241094,0.896515079,2.134643777,0.788845205,-0.754593946,0.442086007,-0.813911076,0.62110238,1.041982327,-2.282943566,0.632177761,-0.592044816,-0.997000559,-1.195495232,-1.512860469,1.314033029,-0.532028383,0.586210305,-0.228825335,0.908593381,-0.691735118,-1.715262012,-1.844852312,0.112469887,1.425532124,-0.372985794,0.506879116,-0.744888969,-1.236111976,-2.078118369,-1.266327951,0.630494974,-1.044604623,-0.487825256,-1.496316311,1.873069403,-0.381495125,-0.147730714,0.005047885,0.233761462,-1.005985526,-0.225864732,-0.634745267,-2.573007692,0.223253505,2.515461263,-0.351371743,-0.140747236,-2.926119337,2.631304487,0.788249679,1.139158414,0.096012673,1.12426716,-0.418935637,-0.161384857,0.724159656,0.324619703,0.268174328,-0.19467868,0.243415848,-1.127445653,1.756341686,0.945531026,1.225820086,-0.79507528,-1.357309412,0.070758007,1.732255765,-0.135047085
9,1.277155066,-0.293925545,0.516269282,-1.151354318,-0.515749302,-1.314817902,-1.143183213,-1.172047002,1.350744977,-0.634183816,-0.716159445,0.00620448,1.853006154,0.598221667,0.729797581,-0.024632809,-0.552793823,2.150365177,1.317476988,2.044567562,-0.796547076,0.193594893,-0.407313667,-1.19588382,0.467761968,-0.018317909,-1.04221494,0.463233715,0.199883052,1.706299976,1.237449474,0.810506647,1.292623502,-0.501534602,0.357653311,-1.434502772,-0.310792387,1.297648251,-0.672722964,1.7181919,1.403336075,2.784523,-0.252227158,0.322438589,-1.190240971,-1.390288212,0.258643158,0.105336833,-0.843890341,-1.91429451,2.16919837,-0.627307248,-0.045752925,0.279342721,1.311150591,1.903271666,2.518251418,0.278258495,0.555440808,-1.193929722,-0.563319278,-0.59907253,-0.677871399,-1.023182849,-3.456040438,1.121302753,1.422184615,0.477686009,-2.440062664,0.344035671,-0.349241017,1.231242303,0.625104673,0.346769485,-1.284494331,0.068003307,-1.787643202,-0.137419573,-0.082915536,0.335340179,-0.07272659,-1.338310261,-0.75218881,-1.872009889,-0.478938386,1.25020009,-0.294980761,-1.722725802,1.241589113,-0.353760415,2.071552213,-1.778756073,-0.674678038,-2.039361399,-1.067211382,0.211249761,1.98898159,-0.702032069,0.144734104,-0.712202225,-2.127522866,0.782863563,0.33898745,1.90209728,0.319094021,0.754248367,-0.959183946,0.723599784,0.248329621,-2.234815988,-0.25263512,-0.98339428,1.531902881,-0.335653348,0.658903491,-1.159785434,-0.44468958,0.875377686,-0.637197593,1.230359604,-0.213867396,2.293647682,0.162195703,1.422553931,-0.760021149,-1.329125492,-2.109534605,0.155014118,-3.042236009,0.210030645,0.770245255,1.042512817,-1.845297873,-0.286904988,0.108278899,-1.143878941,-0.310933267,1.568526024,1.445340321,-0.508825998,1.526875101,1.682662564,-0.072723293,-0.0217263,-1.29138886,-0.601335356,1.653161566,-0.327760477,-1.027363464,0.114037546,-0.146832502,-1.03879217,-1.413203326,-0.788708304,0.634399854,0.618859966,1.350844595,-1.539618449,-0.865494289,0.09710697,-0.147169828,-0.565726415,-0.419922722,-1.719959388,-0.146206723,0.837223143,-0.201142061,0.203282081,-0.069130598,-2.69274821,0.793251128,1.031983814,-0.037372446,0.707497668,-1.365362437,1.310148995,0.580963412,-1.070621026,1.232769481,-0.228472302,-0.493622834,-0.311739508,0.666498431,-0.616285121,1.235912557,1.877831801,-0.471383028,-1.37146597,-0.952357364,1.716034352,0.023870109,2.546442015,-1.213586242,-0.140430633,-0.183044244,-0.166115336,1.712967702,-0.891876736,0.407977877,1.319841292,-0.232600327
10,1.501101324,-0.276230463,0.01192435,3.88288492,2.096095413,2.588750994,-3.253184815,0.753874443,-0.10346216,-0.103609621,0.16486653,0.381148144,-0.492422351,-0.081664969,-0.218556072,0.114114991,-1.366467754,-0.778401113,0.660138286,0.016368108,-1.345985389,2.282608068,1.243441986,-1.279791312,0.465058189,-0.049725608,1.277311724,-2.284233372,1.640566008,-0.150404218,-0.312865773,-1.375146771,-1.463384431,-0.207128981,-0.400901412,2.861438446,1.983381721,-1.384963811,-2.096797942,-0.796927188,-1.2418357,1.057576003,0.969863299,1.546897075,-0.01568759,0.31925067,-0.231991773,-0.708877439,0.229291412,0.299292578,-1.397907286,0.34217591,-0.609091036,0.777913985,-0.402910955,0.202524544,-0.877979908,-0.85641761,-3.191729739,0.281486358,-1.445893329,1.102780607,-1.595363716,-0.652330706,-0.248360859,-0.356921418,-1.372661956,-0.460885953,0.209285958,0.184777192,-0.724467727,-0.698600384,1.263150317,1.321034859,-0.350234967,0.306456568,2.591004476,-1.799043547,0.342368138,1.669753881,-0.224353916,1.033239228,-0.839757754,0.72882101,-1.381394957,-0.052649432,1.276077132,1.739777688,-0.381073062,0.08820525,-2.093679352,-0.89534851,-1.154654768,0.645479907,0.675426114,-1.060211859,-1.589861127,1.328224966,-0.645478082,-2.305567971,1.082937385,-1.580276217,0.534678432,0.253775118,-1.001797854,-0.269172382,-1.062102221,-0.231662536,-2.243323276,1.968277568,-0.00165714,-0.963945318,-0.708331197,1.815586182,1.79544305,1.268368187,0.49802539,-0.134556982,-3.843131101,-1.260126945,2.20383003,-0.831363023,-0.477125639,-1.661573153,-0.076435333,1.063568752,2.478331394,0.421253192,2.100475388,1.498500737,1.461969274,-0.705277533,-2.502432827,0.162458721,-0.682437226,0.633973098,-0.69960613,-0.441861609,1.898527163,0.560077224,0.716159071,-0.084075423,0.101044391,-1.494394375,0.500294348,1.061765438,0.30636758,0.204018597,1.151197758,-0.20254942,0.617133785,-1.195546056,1.925940728,0.034769543,-0.619910305,-1.186919223,-0.693321485,-0.563360468,-0.496521255,-1.150775382,-0.46821754,1.042534588,-0.267762337,2.303292456,-0.656820902,0.774398371,0.359634027,0.946265158,0.338555035,-0.002216398,-1.491551074,2.712247794,0.225052439,2.384542302,-1.036902716,-1.830706643,-1.921273912,2.00473125,-0.721378415,0.860989896,1.578865461,-1.512278956,-2.193857623,1.73434915,-2.136864447,-1.751224397,-0.088162096,-0.52449399,-0.785054993,-2.762411496,-0.69628617,-1.745096165,0.420681888,-1.94504237,-2.006927843,-1.175598744,1.431564182,1.564560857,0.677856795,0.039064719,-1.21075486
